# EDGA: state=0 mode=genetic completeness=0.9900075036 n_det=11857 gen=27
   0.018402480161951  3424432111  |1 2 3 4 6  |0 1 3 4 5 
   0.018112642276807  4424211313  |0 1 2 3 4  |0 1 3 7 9 
   0.018112639772847  4434311212  |0 1 3 7 9  |0 1 2 3 4 
   0.018112337669139  3434421211  |1 3 4 5 7  |0 1 2 3 4 
   0.018112335297936  2424431311  |0 1 2 3 4  |1 3 4 5 7 
  -0.018097434194705  4244312113  |0 1 2 3 6  |0 2 3 4 9 
  -0.018097381906710  4344213112  |0 2 3 4 9  |0 1 2 3 6 
   0.018097033739033  2443421131  |0 1 2 4 5  |1 2 3 4 8 
   0.018096983723252  3442431121  |1 2 3 4 8  |0 1 2 4 5 
  -0.017863999088999  4123414321  |0 2 4 6 8  |0 3 4 6 7 
  -0.017863999051855  4132414231  |0 3 4 6 7  |0 2 4 6 8 
   0.017863879615998  4321412341  |0 2 4 6 8  |0 1 4 7 8 
   0.017863879374175  4231413241  |0 1 4 7 8  |0 2 4 6 8 
   0.017719684440934  4143214123  |0 2 4 6 8  |0 2 3 6 9 
   0.017719683037866  4142314132  |0 2 3 6 9  |0 2 4 6 8 
  -0.017719564727939  3241423141  |1 2 4 5 8  |0 2 4 6 8 
  -0.017719563848348  2341432141  |0 2 4 6 8  |1 2 4 5 8 
  -0.017570692921572  4424311231  |0 1 2 3 7  |0 1 3 4 8 
  -0.017570651121174  4434211321  |0 1 3 4 8  |0 1 2 3 7 
   0.017570536618637  2434412311  |0 1 3 4 6  |1 2 3 4 7 
   0.017570511654127  3424413211  |1 2 3 4 7  |0 1 3 4 6 
   0.017366126105269  1142344123  |2 3 5 6 8  |2 4 5 6 9 
   0.017366101169873  1143244132  |2 4 5 6 9  |2 3 5 6 8 
  -0.017366035826597  2341123144  |0 2 5 8 9  |1 2 6 8 9 
  -0.017366020377950  3241132144  |1 2 6 8 9  |0 2 5 8 9 
  -0.017346551056787  1123444231  |2 4 5 6 7  |3 4 5 6 8 
  -0.017346521527401  1132444321  |3 4 5 6 8  |2 4 5 6 7 
   0.017346497187975  4231112344  |0 1 6 8 9  |0 2 7 8 9 
   0.017346477832174  4321113244  |0 2 7 8 9  |0 1 6 8 9 
   0.017262384993268  4243112134  |0 1 2 6 9  |0 2 3 8 9 
   0.017262384130345  1243442131  |1 2 4 5 6  |2 3 4 5 8 
   0.017262346252405  4342113124  |0 2 3 8 9  |0 1 2 6 9 
   0.017262345293288  1342443121  |2 3 4 5 8  |1 2 4 5 6 
  -0.017237619225970  4123114234  |0 2 6 7 9  |0 3 6 8 9 
  -0.017237590248766  4132114324  |0 3 6 8 9  |0 2 6 7 9 
   0.017237569181150  1231442341  |1 4 5 6 8  |2 4 5 7 8 
   0.017237550174096  1321443241  |2 4 5 7 8  |1 4 5 6 8 
   0.017195969836639  4434211213  |0 1 3 4 7  |0 1 2 3 9 
   0.017195967792015  4424311312  |0 1 2 3 9  |0 1 3 4 7 
   0.017195656147858  3424421311  |1 2 3 4 5  |0 1 3 4 7 
   0.017195653935798  2434431211  |0 1 3 4 7  |1 2 3 4 5 
   0.017137965934428  1412341423  |1 3 5 7 8  |1 4 5 7 9 
   0.017137941290562  1413241432  |1 4 5 7 9  |1 3 5 7 8 
